Title,Budget,Domestic_Gross,Year,Crit_Rating,Aud_Rating,Runtime_Min,Genre,MPAA_Rating
FINAL DESTINATION 3,25000000,54098051,2006,43,57.0,93.0,"Action & Adventure, Drama, Horror, Mystery & Suspense",R
FIREWALL,50000000,48751189,2006,18,37.0,105.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
EIGHT BELOW,40000000,81612565,2006,72,79.0,120.0,"Action & Adventure, Drama",PG
DATE MOVIE,20000000,48548426,2006,7,35.0,88.0,Comedy,PG-13
MADEAS FAMILY REUNION,10000000,63257940,2006,25,94.0,107.0,"Comedy, Drama",PG-13
16 BLOCKS,45000000,36895141,2006,56,57.0,101.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
AQUAMARINE,12000000,18597342,2006,51,61.0,103.0,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",PG
ULTRAVIOLET,30000000,18522064,2006,8,30.0,88.0,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",PG-13
FAILURE TO LAUNCH,50000000,88715192,2006,24,52.0,96.0,"Comedy, Drama, Romance",PG-13
THE SHAGGY DOG,60000000,61123569,2006,67,48.0,101.0,"Classics, Comedy, Kids & Family, Science Fiction & Fantasy",G
THE SHAGGY DOG,60000000,61123569,2006,26,39.0,98.0,"Action & Adventure, Comedy, Kids & Family",PG
THE HILLS HAVE EYES,17000000,41778863,2006,67,54.0,83.0,"Horror, Mystery & Suspense",R
THE HILLS HAVE EYES,17000000,41778863,2006,52,58.0,95.0,"Drama, Horror, Mystery & Suspense",R
V FOR VENDETTA,50000000,70511035,2006,72,90.0,145.0,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",R
SHES THE MAN,25000000,33889159,2006,44,79.0,105.0,"Comedy, Romance",PG-13
THANK YOU FOR SMOKING,7500000,24793509,2006,86,87.0,95.0,"Comedy, Drama",R
INSIDE MAN,50000000,88634237,2006,86,85.0,129.0,"Action & Adventure, Drama, Mystery & Suspense",R
STAY ALIVE,20000000,23086480,2006,9,55.0,86.0,"Horror, Mystery & Suspense",PG-13
LARRY THE CABLE GUY: HEALTH INSPECTOR,17000000,15680099,2006,5,52.0,89.0,Comedy,PG-13
ICE AGE: THE MELTDOWN,75000000,195330621,2006,57,71.0,90.0,"Action & Adventure, Animation, Comedy, Documentary, Kids & Family",PG
ATL,17000000,21170563,2006,61,86.0,105.0,"Comedy, Drama",PG-13
THE BENCHWARMERS,35000000,59843754,2006,11,64.0,85.0,Comedy,PG-13
TAKE THE LEAD,30000000,34742066,2006,43,77.0,108.0,"Drama, Musical & Performing Arts",PG-13
LUCKY NUMBER SLEVIN,27000000,22495466,2006,51,87.0,110.0,"Drama, Mystery & Suspense",R
FRIENDS WITH MONEY,6500000,13368437,2006,72,40.0,88.0,"Art House & International, Comedy, Drama",R
SCARY MOVIE 4,40000000,90710620,2006,35,51.0,83.0,Comedy,PG-13
THE WILD,80000000,37384046,2006,19,36.0,82.0,"Action & Adventure, Animation, Comedy, Kids & Family",G
SILENT HILL,50000000,46982632,2006,31,63.0,125.0,"Action & Adventure, Horror",R
THE SENTINEL,60000000,36280697,2006,34,40.0,99.0,"Drama, Mystery & Suspense",PG-13
THE SENTINEL,60000000,36280697,2006,45,44.0,91.0,"Drama, Horror, Mystery & Suspense",R
R.V.,55000000,71724497,2006,23,46.0,99.0,"Action & Adventure, Comedy, Kids & Family",PG
UNITED 93,18000000,31567134,2006,90,83.0,111.0,"Action & Adventure, Drama",R
STICK IT,20000000,26910736,2006,31,73.0,103.0,"Comedy, Drama",PG-13
AKEELAH AND THE BEE,8000000,18848430,2006,85,81.0,112.0,"Drama, Kids & Family",PG
CARS,70000000,244082982,2006,75,79.0,116.0,"Action & Adventure, Animation, Comedy, Kids & Family",G
MISSION: IMPOSSIBLE III,150000000,133501348,2006,70,69.0,127.0,"Action & Adventure, Mystery & Suspense",PG-13
AN AMERICAN HAUNTING,14000000,16298046,2006,13,36.0,91.0,"Horror, Mystery & Suspense",PG-13
POSEIDON,160000000,60674817,2006,33,43.0,99.0,"Action & Adventure, Drama",PG-13
JUST MY LUCK,28000000,17326650,2006,14,48.0,103.0,"Comedy, Drama, Romance",PG-13
THE DA VINCI CODE,125000000,217536138,2006,25,57.0,149.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
OVER THE HEDGE,80000000,155019340,2006,75,71.0,84.0,"Animation, Comedy, Kids & Family",PG
SEE NO EVIL,8000000,15032800,2006,9,50.0,84.0,"Horror, Mystery & Suspense",R
AN INCONVENIENT TRUTH,1000000,24146161,2006,93,79.0,100.0,"Documentary, Special Interest",PG
X-MEN: THE LAST STAND,210000000,234362462,2006,57,61.0,87.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE BREAK-UP,52000000,118703275,2006,34,46.0,107.0,"Comedy, Drama, Romance",PG-13
THE OMEN,25000000,54607383,2006,85,80.0,111.0,"Classics, Horror, Mystery & Suspense",R
THE OMEN,25000000,54607383,2006,26,40.0,103.0,"Horror, Mystery & Suspense",R
A PRAIRIE HOME COMPANION,10000000,20342852,2006,82,59.0,105.0,Comedy,PG-13
NACHO LIBRE,32000000,80197993,2006,40,54.0,100.0,"Comedy, Documentary, Kids & Family",PG
THE FAST AND THE FURIOUS: TOKYO DRIFT,85000000,62615510,2006,38,69.0,98.0,Action & Adventure,PG-13
THE LAKE HOUSE,40000000,52330111,2006,36,73.0,98.0,"Drama, Romance",PG
GARFIELD: A TAIL OF TWO KITTIES,60000000,28426747,2006,11,43.0,78.0,"Animation, Comedy, Kids & Family",PG
CLICK,82500000,137355633,2006,33,66.0,107.0,"Comedy, Kids & Family",PG-13
SUPERMAN RETURNS,230000000,200120000,2006,75,61.0,154.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
THE DEVIL WEARS PRADA,35000000,124740460,2006,75,76.0,110.0,"Comedy, Drama",PG-13
PIRATES OF THE CARIBBEAN: DEAD MANS CHEST,225000000,423315812,2006,53,72.0,151.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
"YOU, ME AND DUPREE",54000000,75802010,2006,20,50.0,109.0,Comedy,PG-13
LITTLE MAN,64000000,58636047,2006,12,55.0,90.0,Comedy,PG-13
LITTLE MAN,64000000,58636047,2006,60,80.0,112.0,"Documentary, Special Interest",PG-13
MONSTER HOUSE,75000000,73661010,2006,75,63.0,91.0,"Action & Adventure, Animation, Kids & Family",PG
LADY IN THE WATER,75000000,42285169,2006,25,49.0,109.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
CLERKS II,5000000,24148068,2006,63,84.0,97.0,"Comedy, Drama",R
MY SUPER EX-GIRLFRIEND,30000000,22530295,2006,40,31.0,95.0,"Comedy, Drama, Science Fiction & Fantasy",PG-13
LITTLE MISS SUNSHINE,8000000,59891098,2006,91,91.0,110.0,Comedy,R
MIAMI VICE,132900000,63478838,2006,46,43.0,132.0,"Action & Adventure, Drama",R
THE ANT BULLY,45000000,28142535,2006,62,42.0,89.0,"Animation, Comedy, Drama, Kids & Family",PG
SCOOP,4000000,10525717,2006,41,55.0,96.0,"Comedy, Mystery & Suspense, Romance",PG-13
TALLADEGA NIGHTS: THE BALLAD OF RICKY BOBBY,73000000,148213377,2006,71,73.0,110.0,"Action & Adventure, Comedy, Sports & Fitness",PG-13
THE DESCENT,7000000,26024456,2006,85,75.0,99.0,Horror,R
"BON COP, BAD COP",8000000,12671300,2006,78,82.0,116.0,"Action & Adventure, Comedy",R
WORLD TRADE CENTER,65000000,70278893,2006,67,60.0,129.0,Drama,PG-13
STEP UP,12000000,65328121,2006,20,83.0,103.0,Drama,PG-13
PULSE,20000000,20264436,2006,62,30.0,91.0,"Horror, Mystery & Suspense, Science Fiction & Fantasy",PG-13
PULSE,20000000,20264436,2006,11,27.0,85.0,"Horror, Mystery & Suspense",PG-13
ZOOM,35000000,11989328,2006,3,33.0,88.0,"Action & Adventure, Comedy, Kids & Family",PG
THE ILLUSIONIST,16500000,39868642,2006,73,83.0,109.0,"Drama, Science Fiction & Fantasy, Romance",PG-13
SNAKES ON A PLANE,33000000,34020814,2006,69,49.0,106.0,"Action & Adventure, Horror, Mystery & Suspense",R
INVINCIBLE,40000000,57806952,2006,54,52.0,135.0,"Art House & International, Drama",PG-13
INVINCIBLE,40000000,57806952,2006,72,73.0,104.0,"Drama, Sports & Fitness",PG
BEERFEST,17500000,19185184,2006,40,75.0,112.0,"Comedy, Sports & Fitness",R
IDLEWILD,15000000,12669914,2006,47,66.0,121.0,"Drama, Musical & Performing Arts",R
CRANK,12000000,27838408,2006,61,71.0,87.0,"Action & Adventure, Comedy, Mystery & Suspense",R
THE COVENANT,20000000,23364784,2006,4,62.0,97.0,"Horror, Mystery & Suspense",PG-13
TOM YUM GOONG,5700000,12044087,2006,53,76.0,109.0,"Action & Adventure, Art House & International, Drama",R
GRIDIRON GANG,30000000,38432823,2006,42,81.0,120.0,"Action & Adventure, Drama",PG-13
THE BLACK DAHLIA,60000000,22672813,2006,33,27.0,121.0,"Drama, Mystery & Suspense",R
JACKASS: NUMBER TWO,11000000,72778712,2006,63,80.0,92.0,"Comedy, Documentary",R
FLYBOYS,60000000,13090630,2006,33,67.0,140.0,"Action & Adventure, Drama",PG-13
THE LAST KING OF SCOTLAND,6000000,17606684,2006,87,89.0,123.0,Drama,R
OPEN SEASON,85000000,85105259,2006,48,57.0,83.0,"Action & Adventure, Animation, Comedy",PG
THE GUARDIAN,70000000,55011732,2006,22,32.0,92.0,"Horror, Mystery & Suspense",R
THE GUARDIAN,70000000,55011732,2006,37,80.0,15.0,"Action & Adventure, Drama",PG-13
SCHOOL FOR SCOUNDRELS,20000000,17807569,2006,26,52.0,101.0,Comedy,PG-13
FACING THE GIANTS,100000,10178331,2006,13,85.0,111.0,"Drama, Faith & Spirituality",PG
THE QUEEN,15000000,56441711,2006,96,76.0,103.0,Drama,PG-13
THE QUEEN,15000000,56441711,2006,95,68.0,68.0,"Documentary, Special Interest, Gay & Lesbian",NR
THE DEPARTED,90000000,132384315,2006,91,94.0,152.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE TEXAS CHAINSAW MASSACRE: THE BEGINNING,16000000,39517763,2006,13,53.0,84.0,"Horror, Mystery & Suspense",R
EMPLOYEE OF THE MONTH,10000000,28444855,2006,11,52.0,97.0,Comedy,R
EMPLOYEE OF THE MONTH,10000000,28444855,2006,20,53.0,108.0,"Comedy, Drama",PG-13
THE GRUDGE 2,20000000,39143839,2006,12,40.0,102.0,"Horror, Mystery & Suspense",PG-13
MAN OF THE YEAR,20000000,37442180,2006,22,45.0,115.0,"Comedy, Television",PG
THE MARINE,15000000,18844784,2006,20,60.0,92.0,"Action & Adventure, Drama",PG-13
THE PRESTIGE,40000000,53089891,2006,76,92.0,130.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
FLAGS OF OUR FATHERS,53000000,33602376,2006,73,69.0,131.0,"Action & Adventure, Drama",R
FLICKA,15000000,21000147,2006,53,82.0,95.0,"Drama, Kids & Family",PG
MARIE ANTOINETTE,40000000,15962471,2006,56,56.0,123.0,"Documentary, Drama",PG-13
SAW III,10000000,80238724,2006,29,71.0,108.0,"Horror, Mystery & Suspense",R
BABEL,20000000,34302837,2006,69,77.0,143.0,Drama,R
BORAT,18000000,128505958,2006,91,79.0,83.0,Comedy,R
FLUSHED AWAY,145000000,64665672,2006,73,65.0,84.0,"Animation, Comedy, Kids & Family",PG
VOLVER,9400000,12899867,2006,91,89.0,120.0,"Art House & International, Comedy, Drama",R
STRANGER THAN FICTION,30000000,40435190,2006,72,85.0,113.0,"Comedy, Drama, Romance",PG-13
HAPPY FEET,85000000,198000317,2006,76,70.0,109.0,"Animation, Comedy, Kids & Family",PG
CASINO ROYALE,102000000,167365000,2006,26,35.0,150.0,"Action & Adventure, Classics, Comedy",G
CASINO ROYALE,102000000,167365000,2006,95,89.0,144.0,"Action & Adventure, Mystery & Suspense",PG-13
BOBBY,14000000,11242801,2006,46,72.0,119.0,Drama,R
DÉJÀ VU,80000000,64038616,2006,55,73.0,126.0,"Action & Adventure, Drama, Mystery & Suspense, Romance",PG-13
DECK THE HALLS,50200000,35093569,2006,6,30.0,92.0,Comedy,PG
THE FOUNTAIN,35000000,10144010,2006,52,74.0,95.0,"Drama, Science Fiction & Fantasy",PG-13
THE NATIVITY STORY,35000000,37629831,2006,37,75.0,100.0,"Drama, Faith & Spirituality",PG
BLACK CHRISTMAS,9000000,16235738,2006,71,75.0,93.0,"Horror, Mystery & Suspense",R
BLACK CHRISTMAS,9000000,16235738,2006,15,38.0,84.0,"Horror, Mystery & Suspense",R
THE HOLIDAY,85000000,63280000,2006,49,80.0,135.0,"Comedy, Romance",PG-13
BLOOD DIAMOND,100000000,57377916,2006,63,90.0,143.0,"Action & Adventure, Drama, Mystery & Suspense",R
UNACCOMPANIED MINORS,25000000,16655224,2006,29,53.0,89.0,"Comedy, Kids & Family",PG
THE PURSUIT OF HAPPYNESS,55000000,162586036,2006,67,87.0,117.0,Drama,PG-13
DREAMGIRLS,75000000,103365956,2006,78,71.0,130.0,"Drama, Musical & Performing Arts",PG-13
CHARLOTTES WEB,82500000,82985708,2006,76,67.0,93.0,"Animation, Kids & Family",G
CHARLOTTES WEB,82500000,82985708,2006,79,62.0,97.0,"Animation, Drama, Kids & Family",G
ERAGON,100000000,75030163,2006,16,47.0,103.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG
ROCKY BALBOA,24000000,70269899,2006,77,76.0,101.0,Drama,PG
LETTERS FROM IWO JIMA,13000000,13756082,2006,91,86.0,142.0,Drama,R
NIGHT AT THE MUSEUM,110000000,250863268,2006,42,67.0,108.0,"Action & Adventure, Comedy, Kids & Family",PG
WE ARE MARSHALL,65000000,43545364,2006,48,79.0,131.0,Drama,PG
CHILDREN OF MEN,76000000,35552383,2006,92,85.0,109.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",R
NOTES ON A SCANDAL,27500000,17510118,2006,87,83.0,91.0,Drama,R
FREEDOM WRITERS,21000000,36605602,2007,70,87.0,123.0,Drama,PG-13
HAPPILY NEVER AFTER,47000000,15849032,2007,4,34.0,87.0,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",PG
STOMP THE YARD,14000000,61356221,2007,25,82.0,114.0,Drama,PG-13
EPIC MOVIE,20000000,39739367,2007,2,29.0,84.0,"Action & Adventure, Comedy",R
SMOKIN ACES,17000000,35662731,2007,30,62.0,109.0,"Action & Adventure, Comedy, Drama",R
BECAUSE I SAID SO,39000000,42674040,2007,4,65.0,101.0,"Comedy, Drama, Romance",PG-13
THE MESSENGERS,16000000,35374833,2007,12,44.0,90.0,"Horror, Mystery & Suspense",PG-13
HANNIBAL RISING,50000000,27669725,2007,16,55.0,121.0,"Drama, Horror, Mystery & Suspense",R
MUSIC AND LYRICS,40000000,50572589,2007,62,68.0,96.0,"Comedy, Romance",PG-13
GHOST RIDER,120000000,115802596,2007,26,48.0,110.0,"Action & Adventure, Horror, Mystery & Suspense",PG-13
BRIDGE TO TERABITHIA,25000000,82234139,2007,85,70.0,94.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG
THE NUMBER 23,32000000,35193167,2007,8,56.0,98.0,Mystery & Suspense,R
RENO 911!: MIAMI,10000000,20342161,2007,34,51.0,81.0,Comedy,R
THE ASTRONAUT FARMER,13000000,11003643,2007,58,49.0,104.0,Drama,PG
WILD HOGS,60000000,168213584,2007,14,61.0,99.0,"Action & Adventure, Comedy",PG-13
ZODIAC,85000000,33080084,2007,89,77.0,157.0,Mystery & Suspense,R
300,60000000,210614939,2007,60,89.0,116.0,"Action & Adventure, Drama",R
THE NAMESAKE,8500000,13610521,2007,86,79.0,122.0,Drama,PG-13
PREMONITION,20000000,47852604,2007,8,50.0,96.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
DEAD SILENCE,20000000,16574590,2007,20,51.0,90.0,"Horror, Mystery & Suspense",R
I THINK I LOVE MY WIFE,14000000,12559771,2007,19,41.0,93.0,Comedy,R
TMNT,35000000,54149098,2007,34,60.0,86.0,"Action & Adventure, Animation, Science Fiction & Fantasy",PG
SHOOTER,60000000,47003582,2007,47,80.0,125.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE HILLS HAVE EYES II,15000000,20804166,2007,12,40.0,90.0,Horror,R
REIGN OVER ME,20000000,19661987,2007,64,81.0,124.0,Drama,R
BLADES OF GLORY,61000000,118594548,2007,70,68.0,93.0,Comedy,PG-13
THE REAPING,40000000,25126214,2007,8,49.0,99.0,"Horror, Mystery & Suspense",R
DISTURBIA,20000000,80818974,2007,69,77.0,104.0,"Drama, Mystery & Suspense",PG-13
HOT FUZZ,16000000,23618786,2007,91,89.0,121.0,"Action & Adventure, Comedy, Drama",R
IN THE LAND OF WOMEN,10500000,11052958,2007,44,52.0,98.0,"Comedy, Drama",PG-13
NEXT,70000000,18211013,2007,28,53.0,96.0,"Mystery & Suspense, Science Fiction & Fantasy",PG-13
SPIDER-MAN 3,250000000,336530303,2007,63,51.0,139.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
28 WEEKS LATER,15000000,28638916,2007,71,67.0,100.0,"Horror, Mystery & Suspense, Science Fiction & Fantasy",R
GEORGIA RULE,20000000,18882880,2007,18,52.0,113.0,"Comedy, Drama",R
SHREK THE THIRD,160000000,322719944,2007,41,52.0,92.0,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",PG
PIRATES OF THE CARIBBEAN: AT WORLDS END,300000000,309420425,2007,44,72.0,169.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
KNOCKED UP,27500000,148761765,2007,90,83.0,129.0,"Comedy, Romance",R
OCEANS THIRTEEN,85000000,117144465,2007,70,75.0,122.0,"Action & Adventure, Comedy, Drama, Mystery & Suspense",PG-13
SURFS UP,100000000,58867694,2007,79,70.0,85.0,"Action & Adventure, Animation, Kids & Family",PG
FANTASTIC FOUR: RISE OF THE SILVER SURFER,120000000,131921738,2007,37,51.0,92.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG
NANCY DREW,20000000,25584685,2007,50,59.0,98.0,"Action & Adventure, Kids & Family, Mystery & Suspense",PG
EVAN ALMIGHTY,175000000,100289690,2007,23,52.0,96.0,"Comedy, Science Fiction & Fantasy",PG
1408,22500000,71985628,2007,79,61.0,94.0,"Horror, Mystery & Suspense",PG-13
SICKO,9000000,24538513,2007,92,87.0,123.0,"Documentary, Special Interest",PG-13
LIVE FREE OR DIE HARD,110000000,134529403,2007,82,86.0,128.0,"Action & Adventure, Mystery & Suspense",PG-13
RATATOUILLE,150000000,206445654,2007,96,87.0,110.0,"Animation, Comedy, Kids & Family",G
EVENING,30000000,12406646,2007,27,48.0,117.0,Drama,PG-13
TRANSFORMERS,150000000,319246193,2007,58,85.0,143.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
LICENSE TO WED,35000000,43799818,2007,7,53.0,91.0,"Comedy, Drama",PG-13
HARRY POTTER AND THE ORDER OF THE PHOENIX,150000000,292137260,2007,78,81.0,138.0,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",PG-13
I NOW PRONOUNCE YOU CHUCK AND LARRY,85000000,119725280,2007,14,69.0,115.0,Comedy,PG-13
HAIRSPRAY,75000000,118871849,2007,98,80.0,92.0,"Comedy, Drama, Musical & Performing Arts",PG
HAIRSPRAY,75000000,118871849,2007,91,85.0,117.0,"Comedy, Musical & Performing Arts",PG
THE SIMPSONS MOVIE,72500000,183135014,2007,88,77.0,86.0,"Animation, Comedy",PG-13
NO RESERVATIONS,28000000,43107979,2007,42,62.0,104.0,"Comedy, Drama, Romance",PG
THE BOURNE ULTIMATUM,130000000,227471070,2007,92,91.0,115.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
BECOMING JANE,16500000,18663911,2007,58,74.0,120.0,"Drama, Romance",PG
HOT ROD,25000000,13938332,2007,39,64.0,87.0,"Action & Adventure, Comedy",PG-13
DADDY DAY CAMP,6000000,13235267,2007,1,38.0,85.0,Comedy,PG
RUSH HOUR 3,180000000,140125968,2007,18,63.0,90.0,"Action & Adventure, Comedy",PG-13
STARDUST,70000000,38634938,2007,77,86.0,127.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
SUPERBAD,17500000,121463226,2007,87,87.0,113.0,Comedy,R
THE INVASION,80000000,15074191,2007,19,40.0,99.0,"Horror, Mystery & Suspense",PG-13
MR. BEANS HOLIDAY,25000000,33302167,2007,52,49.0,90.0,"Comedy, Kids & Family",PG
HALLOWEEN,15000000,58269151,2007,96,89.0,93.0,"Horror, Mystery & Suspense",R
HALLOWEEN,15000000,58269151,2007,27,59.0,109.0,Horror,R
HALLOWEEN,15000000,58269151,2007,79,70.0,109.0,Horror,R
HALLOWEEN,10000000,159342015,2018,96,89.0,93.0,"Horror, Mystery & Suspense",R
HALLOWEEN,10000000,159342015,2018,27,59.0,109.0,Horror,R
HALLOWEEN,10000000,159342015,2018,79,70.0,109.0,Horror,R
3:10 TO YUMA,48000000,53606916,2007,96,78.0,92.0,"Classics, Drama, Western",NR
3:10 TO YUMA,48000000,53606916,2007,89,86.0,122.0,"Action & Adventure, Drama, Western",R
SHOOT EM UP,39000000,12796824,2007,67,65.0,87.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE BRAVE ONE,70000000,36793804,2007,43,64.0,122.0,"Action & Adventure, Drama, Mystery & Suspense",R
ACROSS THE UNIVERSE,45000000,24343673,2007,53,82.0,133.0,"Musical & Performing Arts, Romance",PG-13
EASTERN PROMISES,50000000,17181265,2007,89,83.0,101.0,"Drama, Mystery & Suspense",R
DRAGON WARS: D-WAR,32000000,10977721,2007,28,19.0,90.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
RESIDENT EVIL: EXTINCTION,45000000,50648679,2007,24,58.0,94.0,"Action & Adventure, Horror, Science Fiction & Fantasy",R
GOOD LUCK CHUCK,25000000,35017297,2007,5,57.0,101.0,Comedy,R
INTO THE WILD,20000000,18354356,2007,83,89.0,148.0,"Action & Adventure, Drama",R
SYDNEY WHITE,16500000,11892415,2007,36,70.0,108.0,Comedy,PG-13
THE GAME PLAN,22000000,90648202,2007,29,69.0,110.0,Comedy,PG
THE KINGDOM,72000000,47467250,2007,51,76.0,110.0,"Action & Adventure, Drama, Mystery & Suspense",R
MICHAEL CLAYTON,21500000,49033882,2007,90,69.0,119.0,"Drama, Mystery & Suspense",R
WHY DID I GET MARRIED?,15000000,55204525,2007,46,78.0,118.0,"Comedy, Drama, Musical & Performing Arts",PG-13
WE OWN THE NIGHT,28000000,28563179,2007,57,61.0,117.0,"Action & Adventure, Drama",R
ELIZABETH: THE GOLDEN AGE,55000000,16285240,2007,34,59.0,115.0,"Drama, Mystery & Suspense",PG-13
30 DAYS OF NIGHT,30000000,39568996,2007,51,56.0,113.0,"Horror, Mystery & Suspense",R
"GONE, BABY, GONE",19000000,20300218,2007,94,86.0,114.0,"Drama, Mystery & Suspense",R
SAW IV,10000000,63300095,2007,19,62.0,92.0,"Horror, Mystery & Suspense",R
AMERICAN GANGSTER,100000000,130164645,2007,80,87.0,157.0,Drama,R
BEE MOVIE,150000000,126631277,2007,50,53.0,90.0,"Animation, Comedy, Kids & Family",PG
NO COUNTRY FOR OLD MEN,25000000,74273505,2007,93,86.0,122.0,"Action & Adventure, Drama, Mystery & Suspense",R
LIONS FOR LAMBS,35000000,14998070,2007,27,47.0,92.0,Drama,R
BEOWULF,150000000,82280579,2007,0,23.0,89.0,"Action & Adventure, Art House & International, Science Fiction & Fantasy",R
BEOWULF,150000000,82280579,2007,71,50.0,114.0,"Action & Adventure, Animation, Science Fiction & Fantasy",PG-13
ENCHANTED,85000000,127706877,2007,93,80.0,108.0,"Comedy, Kids & Family, Romance",PG
THIS CHRISTMAS,13000000,49121934,2007,55,81.0,119.0,Drama,PG-13
HITMAN,24000000,39687694,2007,15,57.0,92.0,"Action & Adventure, Mystery & Suspense",R
AUGUST RUSH,25000000,31664162,2007,36,82.0,114.0,"Drama, Romance",PG
THE MIST,13000000,25593755,2007,72,65.0,125.0,Horror,R
AWAKE,8600000,14373825,2007,24,54.0,84.0,Mystery & Suspense,R
AWAKE,8600000,14373825,2007,17,,92.0,Mystery & Suspense,NR
JUNO,7000000,143495265,2007,94,88.0,96.0,"Comedy, Drama",PG-13
THE GOLDEN COMPASS,200000000,70107728,2007,42,51.0,113.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
ATONEMENT,30000000,50980159,2007,83,80.0,123.0,"Drama, Romance",R
I AM LEGEND,150000000,256393010,2007,68,68.0,100.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
ALVIN AND THE CHIPMUNKS,55000000,217326974,2007,28,64.0,91.0,"Animation, Comedy, Kids & Family",PG
THE KITE RUNNER,20000000,15800078,2007,65,84.0,127.0,Drama,PG-13
CHARLIE WILSONS WAR,75000000,66661095,2007,82,73.0,102.0,"Comedy, Drama",R
"P.S., I LOVE YOU",30000000,53695808,2007,25,80.0,127.0,"Comedy, Drama, Romance",PG-13
WALK HARD: THE DEWEY COX STORY,35000000,18317151,2007,74,57.0,96.0,Comedy,R
